,time,province,city,cum_confirm,cum_heal,cum_dead,suspected
1,1/12/2019,Hubei,Wuhan,1,0,0,0
2,2/12/2019,Hubei,Wuhan,1,0,0,0
3,3/12/2019,Hubei,Wuhan,1,0,0,0
4,4/12/2019,Hubei,Wuhan,1,0,0,0
5,5/12/2019,Hubei,Wuhan,1,0,0,0
6,6/12/2019,Hubei,Wuhan,1,0,0,0
7,7/12/2019,Hubei,Wuhan,1,0,0,0
8,8/12/2019,Hubei,Wuhan,1,0,0,0
9,9/12/2019,Hubei,Wuhan,1,0,0,0
10,10/12/2019,Hubei,Wuhan,1,0,0,0
11,11/12/2019,Hubei,Wuhan,4,0,0,0
12,12/12/2019,Hubei,Wuhan,4,0,0,0
13,13/12/2019,Hubei,Wuhan,4,0,0,0
14,14/12/2019,Hubei,Wuhan,4,0,0,0
15,15/12/2019,Hubei,Wuhan,6,0,0,0
16,16/12/2019,Hubei,Wuhan,6,0,0,0
17,17/12/2019,Hubei,Wuhan,7,0,0,0
18,18/12/2019,Hubei,Wuhan,8,0,0,0
19,19/12/2019,Hubei,Wuhan,9,0,0,0
20,20/12/2019,Hubei,Wuhan,14,0,0,0
21,21/12/2019,Hubei,Wuhan,18,0,0,0
22,22/12/2019,Hubei,Wuhan,21,0,0,0
23,23/12/2019,Hubei,Wuhan,29,0,0,0
24,24/12/2019,Hubei,Wuhan,30,0,0,0
25,25/12/2019,Hubei,Wuhan,33,0,0,0
26,26/12/2019,Hubei,Wuhan,35,0,0,0
27,27/12/2019,Hubei,Wuhan,37,0,0,0
28,28/12/2019,Hubei,Wuhan,37,0,0,0
29,29/12/2019,Hubei,Wuhan,37,0,0,0
30,30/12/2019,Hubei,Wuhan,37,0,0,0
31,31/12/2019,Hubei,Wuhan,40,0,0,0
32,1/1/2020,Hubei,Wuhan,43,0,0,0
33,2/1/2020,Hubei,Wuhan,44,0,0,0
34,3/1/2020,Hubei,Wuhan,44,0,0,0
35,4/1/2020,Hubei,Wuhan,44,0,0,0
36,5/1/2020,Hubei,Wuhan,44,0,0,0
37,6/1/2020,Hubei,Wuhan,44,0,0,0
38,7/1/2020,Hubei,Wuhan,44,0,0,0
39,8/1/2020,Hubei,Wuhan,44,0,0,0
40,9/1/2020,Hubei,Wuhan,44,0,0,0
41,10/1/2020,Hubei,Wuhan,44,2,1,0
42,11/1/2020,Hubei,Wuhan,44,6,1,0
43,12/1/2020,Hubei,Wuhan,44,7,1,0
44,13/1/2020,Hubei,Wuhan,44,7,1,0
45,14/1/2020,Hubei,Wuhan,44,7,1,0
46,15/1/2020,Hubei,Wuhan,44,12,2,0
47,16/1/2020,Hubei,Wuhan,45,15,2,0
48,17/1/2020,Hubei,Wuhan,62,19,2,0
49,18/1/2020,Hubei,Wuhan,121,24,3,0
50,19/1/2020,Guangdong,Shenzhen,1,0,0,0
51,19/1/2020,Hubei,Wuhan,198,25,3,0
52,20/1/2020,Shanghai,Shanghai,1,0,0,0
53,20/1/2020,Shanghai,Foreign to Shanghai,1,0,0,0
54,20/1/2020,Beijing,Beijing,5,0,0,0
55,20/1/2020,Guangdong,Shenzhen,9,0,0,0
56,20/1/2020,Guangdong,Zhuhai,3,0,0,0
57,20/1/2020,Guangdong,Zhanjiang,1,0,0,0
58,20/1/2020,Guangdong,Huizhou,1,0,0,0
59,20/1/2020,Hubei,Wuhan,258,25,6,0
60,20/1/2020,Hubei,Huanggang,12,0,0,0
61,21/1/2020,Sichuan,Chengdu,1,0,0,3
62,21/1/2020,Sichuan,Mianyang,0,0,0,2
63,21/1/2020,Anhui,Hefei,0,0,0,1
64,21/1/2020,Guizhou,Guiyang,0,0,0,1
65,21/1/2020,Heilongjiang,Mudanjiang,0,0,0,1
66,21/1/2020,Beijing,Foreign to Beijing,1,0,0,0
67,21/1/2020,Beijing,Xicheng,1,0,0,0
68,21/1/2020,Beijing,Fengtai,1,0,0,0
69,21/1/2020,Beijing,Haidian,2,0,0,0
70,21/1/2020,Beijing,Tongzhou,1,0,0,0
71,21/1/2020,Beijing,Changping,2,0,0,0
72,21/1/2020,Beijing,Daxing,2,0,0,0
73,21/1/2020,Sichuan,Guang'an,1,0,0,0
74,21/1/2020,Shandong,Qingdao,1,0,0,0
75,21/1/2020,Guangdong,Guangzhou,2,0,0,0
76,21/1/2020,Guangdong,Shaoguan,2,0,0,0
77,21/1/2020,Guangdong,Shenzhen,14,0,0,0
78,21/1/2020,Guangdong,Zhuhai,4,0,0,0
79,21/1/2020,Guangdong,Foshan,1,0,0,0
80,21/1/2020,Guangdong,Zhanjiang,2,0,0,0
81,21/1/2020,Guangdong,Huizhou,1,0,0,0
82,21/1/2020,Jiangxi,Pingxiang,1,0,0,0
83,21/1/2020,Jiangxi,Fuzhou,1,0,0,0
84,21/1/2020,Henan,Zhengzhou,1,0,0,0
85,21/1/2020,Zhejiang,Hangzhou,1,0,0,0
86,21/1/2020,Zhejiang,Wenzhou,2,0,0,0
87,21/1/2020,Zhejiang,Zhoushan,1,0,0,0
88,21/1/2020,Zhejiang,Taizhou,1,0,0,0
89,21/1/2020,Hubei,Wuhan,365,25,9,0
90,21/1/2020,Hunan,Changsha,1,0,0,0
91,21/1/2020,Chongqing,Wanzhou District,2,0,0,0
92,21/1/2020,Chongqing,Changshou District,1,0,0,0
93,21/1/2020,Chongqing,Wushan County,2,0,0,0
94,22/1/2020,Hainan,Haikou,1,0,0,10
95,22/1/2020,Hainan,Sanya,2,0,0,8
96,22/1/2020,Anhui,Hefei,1,0,0,3
97,22/1/2020,Hainan,Danzhou,0,0,0,3
98,22/1/2020,Sichuan,Chengdu,2,0,0,2
99,22/1/2020,Hainan,Wuzhishan,0,0,0,2
100,22/1/2020,Hainan,Lingao County,1,0,0,2
101,22/1/2020,Hainan,Changjiang County,0,0,0,2
102,22/1/2020,Anhui,Lu'an,0,0,0,1
103,22/1/2020,Guangxi,Liuzhou,0,0,0,1
104,22/1/2020,Hainan,Qionghai,0,0,0,1
105,22/1/2020,Hainan,Wenchang,0,0,0,1
106,22/1/2020,Hainan,Wanning,1,0,0,1
107,22/1/2020,Hainan,Dongfang,0,0,0,1
108,22/1/2020,Hainan,Qiongzhong County,0,0,0,1
109,22/1/2020,Beijing,Foreign to Beijing,2,0,0,0
110,22/1/2020,Beijing,Xicheng,2,0,0,0
111,22/1/2020,Beijing,Chaoyang,1,0,0,0
112,22/1/2020,Beijing,Fengtai,1,0,0,0
113,22/1/2020,Beijing,Shijingshan,1,0,0,0
114,22/1/2020,Beijing,Haidian,2,0,0,0
115,22/1/2020,Beijing,Tongzhou,1,0,0,0
116,22/1/2020,Beijing,Changping,2,0,0,0
117,22/1/2020,Beijing,Daxing,2,0,0,0
118,22/1/2020,Jilin,Changchun,1,0,0,0
119,22/1/2020,Sichuan,Mianyang,2,0,0,0
120,22/1/2020,Sichuan,Guang'an,1,0,0,0
121,22/1/2020,Ningxia,Yinchuan,1,0,0,0
122,22/1/2020,Shandong,Qingdao,3,0,0,0
123,22/1/2020,Shandong,Weihai,1,0,0,0
124,22/1/2020,Shandong,Linyi,2,0,0,0
125,22/1/2020,Shanxi,Taiyuan,1,0,0,0
126,22/1/2020,Guangdong,Guangzhou,5,0,0,0
127,22/1/2020,Guangdong,Shaoguan,2,0,0,0
128,22/1/2020,Guangdong,Shenzhen,15,0,0,0
129,22/1/2020,Guangdong,Zhuhai,4,0,0,0
130,22/1/2020,Guangdong,Foshan,1,0,0,0
131,22/1/2020,Guangdong,Zhanjiang,2,0,0,0
132,22/1/2020,Guangdong,Zhaoqing,1,0,0,0
133,22/1/2020,Guangdong,Huizhou,1,0,0,0
134,22/1/2020,Guangdong,Zhongshan,1,0,0,0
135,22/1/2020,Guangxi,Wuzhou,1,0,0,0
136,22/1/2020,Guangxi,Beihai,1,0,0,0
137,22/1/2020,Jiangsu,Suzhou,1,0,0,0
138,22/1/2020,Jiangxi,Nanchang,1,0,0,0
139,22/1/2020,Jiangxi,Pingxiang,1,0,0,0
140,22/1/2020,Jiangxi,Fuzhou,1,0,0,0
141,22/1/2020,Hebei,Shijiazhuang,1,0,0,0
142,22/1/2020,Henan,Zhengzhou,2,0,0,0
143,22/1/2020,Henan,Gongyi,1,0,0,0
144,22/1/2020,Henan,Luoyang,1,0,0,0
145,22/1/2020,Henan,Sanmenxia,1,0,0,0
146,22/1/2020,Zhejiang,Hangzhou,1,0,0,0
147,22/1/2020,Zhejiang,Ningbo,3,0,0,0
148,22/1/2020,Zhejiang,Wenzhou,4,0,0,0
149,22/1/2020,Zhejiang,Zhoushan,1,0,0,0
150,22/1/2020,Zhejiang,Taizhou,1,0,0,0
151,22/1/2020,Hubei,Wuhan,425,28,17,0
152,22/1/2020,Hubei,Huanggang,12,0,0,0
153,22/1/2020,Hubei,Jingzhou,6,0,0,0
154,22/1/2020,Hubei,Jingmen,1,0,0,0
155,22/1/2020,Hunan,Changsha,1,0,0,0
156,22/1/2020,Hunan,Huaihua,3,0,0,0
157,22/1/2020,Fujian,Fuzhou,1,0,0,0
158,22/1/2020,Guizhou,Guiyang,1,0,0,0
159,22/1/2020,Guizhou,Tongren,1,0,0,0
160,22/1/2020,Guizhou,Qiannan Prefecture,1,0,0,0
161,22/1/2020,Liaoning,Shenyang,1,0,0,0
162,22/1/2020,Liaoning,Dalian,1,0,0,0
163,22/1/2020,Chongqing,Wanzhou District,2,0,0,0
164,22/1/2020,Chongqing,Fuling District,1,0,0,0
165,22/1/2020,Chongqing,Changshou District,1,0,0,0
166,22/1/2020,Chongqing,Yongchuan District,2,0,0,0
167,22/1/2020,Chongqing,Dianjiang County,1,0,0,0
168,22/1/2020,Chongqing,Wushan County,2,0,0,0
169,22/1/2020,Shaanxi,Xi'an,2,0,0,0
170,22/1/2020,Shaanxi,Xianyang,1,0,0,0
171,22/1/2020,Shaanxi,Yan'an,1,0,0,0
172,22/1/2020,Heilongjiang,Mudanjiang,1,0,0,0
173,23/1/2020,Inner Mongolia,Xilingol League,0,0,0,2
174,23/1/2020,Gansu,Baiyin,0,0,0,1
175,23/1/2020,Yunnan,Kunming,2,0,0,0
176,23/1/2020,Inner Mongolia,Hulunbuir,1,0,0,0
177,23/1/2020,Beijing,Foreign to Beijing,6,0,0,0
178,23/1/2020,Beijing,Xicheng,3,0,0,0
179,23/1/2020,Beijing,Chaoyang,2,0,0,0
180,23/1/2020,Beijing,Fengtai,1,0,0,0
181,23/1/2020,Beijing,Shijingshan,1,0,0,0
182,23/1/2020,Beijing,Haidian,3,0,0,0
183,23/1/2020,Beijing,Tongzhou,2,0,0,0
184,23/1/2020,Beijing,Changping,2,0,0,0
185,23/1/2020,Beijing,Daxing,2,0,0,0
186,23/1/2020,Jilin,Changchun,1,0,0,0
187,23/1/2020,Jilin,Jilin,1,0,0,0
188,23/1/2020,Jilin,Songyuan,1,0,0,0
189,23/1/2020,Sichuan,Chengdu,7,0,0,0
190,23/1/2020,Sichuan,Deyang,1,0,0,0
191,23/1/2020,Sichuan,Mianyang,2,0,0,0
192,23/1/2020,Sichuan,Suining,1,0,0,0
193,23/1/2020,Sichuan,Guang'an,2,0,0,0
194,23/1/2020,Sichuan,Dazhou,1,0,0,0
195,23/1/2020,Sichuan,Ya'an,1,0,0,0
196,23/1/2020,Ningxia,Yinchuan,1,0,0,0
197,23/1/2020,Ningxia,Zhongwei,1,0,0,0
198,23/1/2020,Anhui,Hefei,6,0,0,0
199,23/1/2020,Anhui,Bengbu,1,0,0,0
200,23/1/2020,Anhui,Anqing,1,0,0,0
201,23/1/2020,Anhui,Chuzhou,1,0,0,0
202,23/1/2020,Anhui,Fuyang,2,0,0,0
203,23/1/2020,Anhui,Lu'an,2,0,0,0
204,23/1/2020,Anhui,Bozhou,1,0,0,0
205,23/1/2020,Anhui,Chizhou,1,0,0,0
206,23/1/2020,Shandong,Qingdao,3,0,0,0
207,23/1/2020,Shandong,Weifang,1,0,0,0
208,23/1/2020,Shandong,Weihai,2,0,0,0
209,23/1/2020,Shandong,Rizhao,1,0,0,0
210,23/1/2020,Shandong,Linyi,2,0,0,0
211,23/1/2020,Shanxi,Taiyuan,1,0,0,0
212,23/1/2020,Guangdong,Guangzhou,7,0,0,0
213,23/1/2020,Guangdong,Shaoguan,3,0,0,0
214,23/1/2020,Guangdong,Shenzhen,15,2,0,0
215,23/1/2020,Guangdong,Zhuhai,8,0,0,0
216,23/1/2020,Guangdong,Foshan,6,0,0,0
217,23/1/2020,Guangdong,Zhanjiang,2,0,0,0
218,23/1/2020,Guangdong,Zhaoqing,1,0,0,0
219,23/1/2020,Guangdong,Huizhou,5,0,0,0
220,23/1/2020,Guangdong,Yangjiang,3,0,0,0
221,23/1/2020,Guangdong,Qingyuan,1,0,0,0
222,23/1/2020,Guangdong,Zhongshan,2,0,0,0
223,23/1/2020,Guangxi,Liuzhou,2,0,0,0
224,23/1/2020,Guangxi,Guilin,2,0,0,0
225,23/1/2020,Guangxi,Wuzhou,1,0,0,0
226,23/1/2020,Guangxi,Beihai,6,0,0,0
227,23/1/2020,Guangxi,Baise,1,0,0,0
228,23/1/2020,Guangxi,Hechi,1,0,0,0
229,23/1/2020,Xinjiang,ÜrümqiÜrümqi,2,0,0,0
230,23/1/2020,Jiangsu,Nanjing,3,0,0,0
231,23/1/2020,Jiangsu,Wuxi,1,0,0,0
232,23/1/2020,Jiangsu,Suzhou,2,0,0,0
233,23/1/2020,Jiangsu,Nantong,1,0,0,0
234,23/1/2020,Jiangsu,Lianyungang,1,0,0,0
235,23/1/2020,Jiangsu,Yangzhou,1,0,0,0
236,23/1/2020,Jiangxi,Nanchang,2,0,0,0
237,23/1/2020,Jiangxi,Pingxiang,1,0,0,0
238,23/1/2020,Jiangxi,Jiujiang,1,0,0,0
239,23/1/2020,Jiangxi,Xinyu,1,0,0,0
240,23/1/2020,Jiangxi,Ji'an,1,0,0,0
241,23/1/2020,Jiangxi,Fuzhou,1,0,0,0
242,23/1/2020,Hebei,Shijiazhuang,1,0,0,0
243,23/1/2020,Hebei,Cangzhou,1,0,1,0
244,23/1/2020,Henan,Zhengzhou,3,0,0,0
245,23/1/2020,Henan,Gongyi,2,0,0,0
246,23/1/2020,Henan,Luoyang,1,0,0,0
247,23/1/2020,Henan,Sanmenxia,1,0,0,0
248,23/1/2020,Henan,Xinyang,1,0,0,0
249,23/1/2020,Henan,Zhoukou,1,0,0,0
250,23/1/2020,Zhejiang,Hangzhou,6,0,0,0
251,23/1/2020,Zhejiang,Ningbo,5,0,0,0
252,23/1/2020,Zhejiang,Wenzhou,1,1,0,0
253,23/1/2020,Zhejiang,Jiaxing,1,0,0,0
254,23/1/2020,Zhejiang,Shaoxing,1,0,0,0
255,23/1/2020,Zhejiang,Jinhua,1,0,0,0
256,23/1/2020,Zhejiang,Quzhou,2,0,0,0
257,23/1/2020,Zhejiang,Zhoushan,1,0,0,0
258,23/1/2020,Zhejiang,Taizhou,4,0,0,0
259,23/1/2020,Hainan,Haikou,3,0,0,0
260,23/1/2020,Hainan,Sanya,2,0,0,0
261,23/1/2020,Hainan,Wanning,2,0,0,0
262,23/1/2020,Hainan,Lingao County,1,0,0,0
263,23/1/2020,Hubei,Wuhan,495,0,0,0
264,23/1/2020,Hubei,Shiyan,1,0,0,0
265,23/1/2020,Hubei,Yichang,1,0,0,0
266,23/1/2020,Hubei,Jingmen,8,0,0,0
267,23/1/2020,Hubei,Xiaogan,22,0,0,0
268,23/1/2020,Hubei,Jingzhou,8,0,0,0
269,23/1/2020,Hubei,Huanggang,12,0,0,0
270,23/1/2020,Hubei,Xiantao,2,0,0,0
271,23/1/2020,Hunan,Changsha,8,0,0,0
272,23/1/2020,Hunan,Zhuzhou,1,0,0,0
273,23/1/2020,Hunan,Xiangtan,1,0,0,0
274,23/1/2020,Hunan,Yueyang,3,0,0,0
275,23/1/2020,Hunan,Chenzhou,1,0,0,0
276,23/1/2020,Hunan,Yongzhou,4,0,0,0
277,23/1/2020,Hunan,Huaihua,3,0,0,0
278,23/1/2020,Hunan,Loudi,3,0,0,0
279,23/1/2020,Gansu,Lanzhou,1,0,0,0
280,23/1/2020,Fujian,Fuzhou,1,0,0,0
281,23/1/2020,Fujian,Xiamen,1,0,0,0
282,23/1/2020,Fujian,Quanzhou,1,0,0,0
283,23/1/2020,Fujian,Ningde,1,0,0,0
284,23/1/2020,Guizhou,Guiyang,1,0,0,0
285,23/1/2020,Guizhou,Tongren,1,0,0,0
286,23/1/2020,Guizhou,Qiannan Prefecture,1,0,0,0
287,23/1/2020,Liaoning,Shenyang,2,0,0,0
288,23/1/2020,Liaoning,Dalian,1,0,0,0
289,23/1/2020,Liaoning,Chaoyang,1,0,0,0
290,23/1/2020,Chongqing,Liangjiang New Area,1,0,0,0
291,23/1/2020,Chongqing,Wanzhou District,3,0,0,0
292,23/1/2020,Chongqing,Fuling District,1,0,0,0
293,23/1/2020,Chongqing,Dadukou District,1,0,0,0
294,23/1/2020,Chongqing,Jiulongpo District,2,0,0,0
295,23/1/2020,Chongqing,Yubei District,2,0,0,0
296,23/1/2020,Chongqing,Changshou District,3,0,0,0
297,23/1/2020,Chongqing,Yongchuan District,2,0,0,0
298,23/1/2020,Chongqing,Kaizhou District,2,0,0,0
299,23/1/2020,Chongqing,Dianjiang County,2,0,0,0
300,23/1/2020,Chongqing,Zhong County,1,0,0,0
301,23/1/2020,Chongqing,Yunyang County,1,0,0,0
302,23/1/2020,Chongqing,Fengjie County,1,0,0,0
303,23/1/2020,Chongqing,Wushan County,3,0,0,0
304,23/1/2020,Chongqing,Wuxi County,1,0,0,0
305,23/1/2020,Chongqing,Xiushan County,1,0,0,0
306,23/1/2020,Shaanxi,Xi'an,2,0,0,0
307,23/1/2020,Shaanxi,Xianyang,1,0,0,0
308,23/1/2020,Shaanxi,Yan'an,1,0,0,0
309,23/1/2020,Shaanxi,Ankang,1,0,0,0
310,23/1/2020,Heilongjiang,Harbin,1,0,0,0
311,23/1/2020,Heilongjiang,Daqing,1,0,0,0
312,23/1/2020,Heilongjiang,Mudanjiang,1,0,0,0
313,23/1/2020,Heilongjiang,Suihua,1,0,1,0
314,24/1/2020,Inner Mongolia,Ordos,0,0,0,2
315,24/1/2020,Shandong,Jinan,2,0,0,2
316,24/1/2020,Shandong,Jining,2,0,0,2
317,24/1/2020,Shandong,Weihai,3,0,0,2
318,24/1/2020,Fujian,Xiamen,3,0,0,2
319,24/1/2020,Inner Mongolia,Chifeng,0,0,0,1
320,24/1/2020,Inner Mongolia,Hulunbuir,1,0,0,1
321,24/1/2020,Inner Mongolia,Xilingol League,1,0,0,1
322,24/1/2020,Shandong,Qingdao,4,0,0,1
323,24/1/2020,Shandong,Weifang,1,0,0,1
324,24/1/2020,Shandong,Linyi,3,0,0,1
325,24/1/2020,Shandong,Binzhou,0,0,0,1
326,24/1/2020,Shandong,Heze,0,0,0,1
327,24/1/2020,Fujian,Sanming,0,0,0,1
328,24/1/2020,Fujian,Zhangzhou,0,0,0,1
329,24/1/2020,Qinghai,Xining,0,0,0,1
330,24/1/2020,Yunnan,Kunming,3,0,0,0
331,24/1/2020,Yunnan,Lijiang,1,0,0,0
332,24/1/2020,Yunnan,Xishuangbanna,1,0,0,0
333,24/1/2020,Beijing,Foreign to Beijing,10,0,0,0
334,24/1/2020,Beijing,Xicheng,4,0,0,0
335,24/1/2020,Beijing,Chaoyang,5,0,0,0
336,24/1/2020,Beijing,Fengtai,2,0,0,0
337,24/1/2020,Beijing,Shijingshan,1,0,0,0
338,24/1/2020,Beijing,Haidian,6,0,0,0
339,24/1/2020,Beijing,Tongzhou,2,0,0,0
340,24/1/2020,Beijing,Shunyi,1,0,0,0
341,24/1/2020,Beijing,Changping,3,0,0,0
342,24/1/2020,Beijing,Daxing,2,0,0,0
343,24/1/2020,Jilin,Changchun,1,0,0,0
344,24/1/2020,Jilin,Jilin,2,0,0,0
345,24/1/2020,Jilin,Songyuan,1,0,0,0
346,24/1/2020,Sichuan,Chengdu,16,0,0,0
347,24/1/2020,Sichuan,Zigong,1,0,0,0
348,24/1/2020,Sichuan,Luzhou,1,0,0,0
349,24/1/2020,Sichuan,Deyang,1,0,0,0
350,24/1/2020,Sichuan,Mianyang,2,0,0,0
351,24/1/2020,Sichuan,Suining,2,0,0,0
352,24/1/2020,Sichuan,Neijiang,1,0,0,0
353,24/1/2020,Sichuan,Guang'an,2,0,0,0
354,24/1/2020,Sichuan,Dazhou,1,0,0,0
355,24/1/2020,Sichuan,Ya'an,1,0,0,0
356,24/1/2020,Ningxia,Yinchuan,1,0,0,0
357,24/1/2020,Ningxia,Guyuan,1,0,0,0
358,24/1/2020,Ningxia,Zhongwei,1,0,0,0
359,24/1/2020,Anhui,Hefei,10,0,0,0
360,24/1/2020,Anhui,Wuhu,1,0,0,0
361,24/1/2020,Anhui,Bengbu,1,0,0,0
362,24/1/2020,Anhui,Ma'anshan,4,0,0,0
363,24/1/2020,Anhui,Tongling,3,0,0,0
364,24/1/2020,Anhui,Anqing,4,0,0,0
365,24/1/2020,Anhui,Chuzhou,2,0,0,0
366,24/1/2020,Anhui,Fuyang,7,0,0,0
367,24/1/2020,Anhui,Lu'an,2,0,0,0
368,24/1/2020,Anhui,Bozhou,4,0,0,0
369,24/1/2020,Anhui,Chizhou,1,0,0,0
370,24/1/2020,Shandong,Yantai,2,0,0,0
371,24/1/2020,Shandong,Rizhao,2,0,0,0
372,24/1/2020,Shandong,Dezhou,1,0,0,0
373,24/1/2020,Shandong,Liaocheng,1,0,0,0
374,24/1/2020,Shanxi,Taiyuan,2,0,0,0
375,24/1/2020,Shanxi,Datong,1,0,0,0
376,24/1/2020,Shanxi,Changzhi,1,0,0,0
377,24/1/2020,Shanxi,Yuncheng,2,0,0,0
378,24/1/2020,Guangdong,Guangzhou,14,0,0,0
379,24/1/2020,Guangdong,Shaoguan,3,0,0,0
380,24/1/2020,Guangdong,Shenzhen,20,2,0,0
381,24/1/2020,Guangdong,Zhuhai,10,0,0,0
382,24/1/2020,Guangdong,Shantou,1,0,0,0
383,24/1/2020,Guangdong,Foshan,9,0,0,0
384,24/1/2020,Guangdong,Zhanjiang,2,0,0,0
385,24/1/2020,Guangdong,Zhaoqing,2,0,0,0
386,24/1/2020,Guangdong,Huizhou,7,0,0,0
387,24/1/2020,Guangdong,Yangjiang,5,0,0,0
388,24/1/2020,Guangdong,Qingyuan,2,0,0,0
389,24/1/2020,Guangdong,Dongguan,1,0,0,0
390,24/1/2020,Guangdong,Zhongshan,2,0,0,0
391,24/1/2020,Guangxi,Liuzhou,3,0,0,0
392,24/1/2020,Guangxi,Guilin,6,0,0,0
393,24/1/2020,Guangxi,Wuzhou,1,0,0,0
394,24/1/2020,Guangxi,Beihai,6,0,0,0
395,24/1/2020,Guangxi,Fangchenggang,2,0,0,0
396,24/1/2020,Guangxi,Yulin,1,0,0,0
397,24/1/2020,Guangxi,Baise,1,0,0,0
398,24/1/2020,Guangxi,Hechi,3,0,0,0
399,24/1/2020,Xinjiang,ÜrümqiÜrümqi,3,0,0,0
400,24/1/2020,Jiangsu,Nanjing,4,0,0,0
401,24/1/2020,Jiangsu,Wuxi,1,0,0,0
402,24/1/2020,Jiangsu,Changzhou,5,0,0,0
403,24/1/2020,Jiangsu,Suzhou,3,1,0,0
404,24/1/2020,Jiangsu,Nantong,1,0,0,0
405,24/1/2020,Jiangsu,Lianyungang,1,0,0,0
406,24/1/2020,Jiangsu,Yancheng,1,0,0,0
407,24/1/2020,Jiangsu,Yangzhou,1,0,0,0
408,24/1/2020,Jiangsu,Suqian,1,0,0,0
409,24/1/2020,Jiangxi,Nanchang,3,0,0,0
410,24/1/2020,Jiangxi,Jingdezhen,1,0,0,0
411,24/1/2020,Jiangxi,Pingxiang,1,0,0,0
412,24/1/2020,Jiangxi,Jiujiang,2,0,0,0
413,24/1/2020,Jiangxi,Xinyu,1,0,0,0
414,24/1/2020,Jiangxi,Ganzhou,2,0,0,0
415,24/1/2020,Jiangxi,Ji'an,1,0,0,0
416,24/1/2020,Jiangxi,Yichun,1,0,0,0
417,24/1/2020,Jiangxi,Fuzhou,4,0,0,0
418,24/1/2020,Jiangxi,Shangrao,2,0,0,0
419,24/1/2020,Hebei,Shijiazhuang,4,0,0,0
420,24/1/2020,Hebei,Baoding,1,0,0,0
421,24/1/2020,Hebei,Chengde,1,0,0,0
422,24/1/2020,Hebei,Cangzhou,2,0,1,0
423,24/1/2020,Henan,Zhengzhou,6,0,0,0
424,24/1/2020,Henan,Gongyi,2,0,0,0
425,24/1/2020,Henan,Luoyang,1,0,0,0
426,24/1/2020,Henan,Pingdingshan,1,0,0,0
427,24/1/2020,Henan,Xinxiang,1,0,0,0
428,24/1/2020,Henan,Sanmenxia,1,0,0,0
429,24/1/2020,Henan,Nanyang,8,0,0,0
430,24/1/2020,Henan,Xinyang,5,0,0,0
431,24/1/2020,Henan,NA,1,0,0,0
432,24/1/2020,Henan,Zhoukou,4,0,0,0
433,24/1/2020,Henan,Zhumadian,2,0,0,0
434,24/1/2020,Zhejiang,Hangzhou,12,0,0,0
435,24/1/2020,Zhejiang,Ningbo,6,0,0,0
436,24/1/2020,Zhejiang,Wenzhou,10,1,0,0
437,24/1/2020,Zhejiang,Jiaxing,4,0,0,0
438,24/1/2020,Zhejiang,Shaoxing,4,0,0,0
439,24/1/2020,Zhejiang,Jinhua,2,0,0,0
440,24/1/2020,Zhejiang,Quzhou,2,0,0,0
441,24/1/2020,Zhejiang,Zhoushan,2,0,0,0
442,24/1/2020,Zhejiang,Taizhou,20,0,0,0
443,24/1/2020,Hainan,Haikou,3,0,0,0
444,24/1/2020,Hainan,Sanya,5,0,0,0
445,24/1/2020,Hainan,Danzhou,3,0,0,0
446,24/1/2020,Hainan,Wanning,5,0,0,0
447,24/1/2020,Hainan,Lingao County,1,0,0,0
448,24/1/2020,Hubei,Wuhan,572,0,38,0
449,24/1/2020,Hubei,Shiyan,5,0,0,0
450,24/1/2020,Hubei,Yichang,1,0,1,0
451,24/1/2020,Hubei,Ezhou,1,0,0,0
452,24/1/2020,Hubei,Jingmen,21,0,0,0
453,24/1/2020,Hubei,Xiaogan,26,0,0,0
454,24/1/2020,Hubei,Jingzhou,10,0,0,0
455,24/1/2020,Hubei,Huanggang,64,0,0,0
456,24/1/2020,Hubei,Suizhou,5,0,0,0
457,24/1/2020,Hubei,Enshi,11,0,0,0
458,24/1/2020,Hubei,Xiantao,10,0,0,0
459,24/1/2020,Hubei,Tianmen,3,0,0,0
460,24/1/2020,Hunan,Changsha,8,0,0,0
461,24/1/2020,Hunan,Zhuzhou,1,0,0,0
462,24/1/2020,Hunan,Xiangtan,2,0,0,0
463,24/1/2020,Hunan,Hengyang,3,0,0,0
464,24/1/2020,Hunan,Shaoyang,2,0,0,0
465,24/1/2020,Hunan,Yueyang,5,0,0,0
466,24/1/2020,Hunan,Changde,3,0,0,0
467,24/1/2020,Hunan,Yiyang,4,0,0,0
468,24/1/2020,Hunan,Chenzhou,1,0,0,0
469,24/1/2020,Hunan,Yongzhou,4,0,0,0
470,24/1/2020,Hunan,Huaihua,5,0,0,0
471,24/1/2020,Hunan,Loudi,5,0,0,0
472,24/1/2020,Fujian,Fuzhou,5,0,0,0
473,24/1/2020,Fujian,Quanzhou,1,0,0,0
474,24/1/2020,Fujian,Ningde,1,0,0,0
475,24/1/2020,Guizhou,Guiyang,1,0,0,0
476,24/1/2020,Guizhou,Tongren,2,0,0,0
477,24/1/2020,Guizhou,Qiannan Prefecture,1,0,0,0
478,24/1/2020,Liaoning,Shenyang,3,0,0,0
479,24/1/2020,Liaoning,Dalian,2,0,0,0
480,24/1/2020,Liaoning,Benxi,1,0,0,0
481,24/1/2020,Liaoning,Tieling,2,0,0,0
482,24/1/2020,Liaoning,Chaoyang,2,0,0,0
